가게이름,리뷰내용,리뷰별점
충정각,충정로에 이런 장소가...,3
충정각,돈이 문제가 아니라(물론 문제지만) 너무 맛이 없음. 해산물 파스타에서 모래씹힘... 먹을 수가 없었다. 서버는 내가 시킨게 오일이라고 했는데도 토마토 파스타를 줌. 일행이랑 파스타 바꼈는지 아닌디더 모르고 오일파스타인지 토마토인지도 모르고 서빙할때마다 사장한테 달려가서 물어봄. 피자... 냉동이 더 맛있음. 처참함. 왜 여기까지 온거야,1
충정각,"84000원 내고 먹은 커플세트 
파스타는 먹다 보면 굳어 떡이 되고
샐러드는 치즈향이 너무 강함
스테이크에 나온 곁다리 수준이라고 생각하며 먹어야 할 정도",2
충정각,소소...,1
충정각,충정로에서 좋은 분들과 함께하기에 분위기도 좋고 맛도 좋은 몇 안되는 곳 중 하나입니다.,5
충정각,그레이트 상당히 맛있네요,5
충정각,음식맛은 보통이였는데 인테리어가 색달라서 괜찮았습니다,4
충정각,최고의 음식 최고의 건물 이런 곳에서 맛있는 음식을 먹을 수 있었던게 참 영광이었습니다.,5
충정각,"동네에서 가깝기도하고 이런곳이있었나싶어 단체식사장소로 예약을하고 갔더니 너무실망을했네요
사장님의 고고한태도와 파스타와 깜빠스가 이렇게 수준이하인곳은 처음이었습니다 ᆢ여러사람들에게 참 민망할정도로ㅡ모두 얘기하더군요 장소만 백년된곳이고 장사하시는분은 얼마되지않은듯 ᆢ서울시건물이라고 들었는데 (잘못된정보인지 확실치는않습니다) 참실망스러웠습니다 다음부터 절대로 가지않을거라고 모두 입을모으게되었습니다",1
충정각,맛이 없음. 커플세트 먹었는데 스프는 밍밍하니 끝맛이 물맛이고 봉골레는 바지락에서 모래 씹히고 안심스테이크는 고기가 흐물흐물하니 육즙도 없고; 왜 비싼건지 모르겠음.,1
충정각,"+알리오올리오
다른 음식들은 맛있어보였는데 내가 주문한 알리오올리오는 별다른 특색이 없었다. 담에 가서 충정각피자를 먹어봐야지..",3
충정각,"앞에 주차장있고, 멋진 건물인것 외에는 장점을 알수없던곳..8만원넘는 커플세트인데 양이 너무나 작아서  배고파서 2차를 가야할판..   ㅜㅜ스테이크 익힘도 너무 덜익혀서 피가 나오고, 스파게티도 2인용으로 양이 나오지 않아서, 황당

메뉴 가격이 맛과 반비례..
ㅜㅜ",2
충정각,참 차분한 식당,4
충정각,"Casual Italian Restaurant 
&amp; Gallery",3
충정각,"분위기 끝내주고 가격도 착한 이탈리아 식당입니다. 1905년 대한제국 말기에 지은 117년된 고색창연한 건물에서 갤러리에 전시된 유화 그림들 바라보며 이탈리아 음식 먹는 맛이 일품입니다. 여름엔 은행나무 아래 시원한 옥외좌석도 좋고, 겨울엔 귀신 나올듯 삐거덕거리는 다락방도 조용하고 좋아요.",5
충정각,분위기는 좋으나 다소 느림. 맛이 특별하지는 않음. 여유 가지고 방문할 것!,3
충정각,"가격대비 맛, 양 별로입니다. 비추합니다. 정 갈데없으면 가는 걸로.",2
충정각,회식장소 데이트코스 코스요리 까르보나라 찹스테이크 까르보나라 샐러드 봉골레스파게티 알리오올리오,5
충정각,이 집은 조용한 분위기와 의미있는 건물이 매력. 사실 특별한 맛을 기대할 곳은 아님. 백년 넘은 고택에서의 한끼 식사라는 것만으로 가격과 맛이 용인되는 곳.,4
충정각,"가격대비 맛, 양 별로입니다. 비추합니다. 정 갈데없으면 가는 걸로.",2
충정각,"인테리어와 그림으로 승부보는 곳이다.
법인카드로 사업상 손님 대접하는곳...
내돈 내고 먹고싶지는 않다",2
충정각,"여기 진짜 오랜 건물이 특이하다는 점? 빼곤 제대로된 게 하나도 없는 곳. 
식사는 가격대비 정말 볼품없기 짝이 없다.
다들 야외 테이블 감성 좋을 것 같아 방문하지만, 현실은 벌레 천지에 접시 위로 나뭇가지 이파리 다 떨어짐 ㅋㅋ
진짜 내돈 주고는 죽어도 다시는 안가고 싶고, 누가 사준다고 가자고 해도 안감.",1
충정각,맛은 무난합니다 다만 시간 잘못 맞추면 오래기다려야합니다,3
충정각,회식장소 데이트코스 코스요리 까르보나라 찹스테이크 까르보나라 샐러드 봉골레스파게티 알리오올리오,5
충정각,이 집은 조용한 분위기와 의미있는 건물이 매력. 사실 특별한 맛을 기대할 곳은 아님. 백년 넘은 고택에서의 한끼 식사라는 것만으로 가격과 맛이 용인되는 곳.,4
충정각,분위기는 좋으나 다소 느림. 맛이 특별하지는 않음. 여유 가지고 방문할 것!,3
충정각,동네에 연말 회의하러 갔는데 샐러드 나오는 그릇이 거의 다 깨져있어서 사장님한테 깨져있다고 했는데 ㅋㅋ 사장님이 어떻게 해드릴까요요요요요옹 이지랄함.... 사태의 파악성을 잘 모르시는듯...사진 찍어놓을껄 후회하네요...그릇도 깨끗히 씻은건지도 모르겠는데 뒤에 찔릴까봐 그릇을 거의 안닦으신것 같더라구요...유명하다고 해서 갔는데 이 추운 겨울날 사람들 이끌고 여기 간 제가 너무 후회스럽습니다...맛도 더럽게 없어여...그냥 피자헛이 맛있습니다...,1
충정각,코스요리,4
충정각,충정로에서 이런맛집 이런 전통적인 곳 쉽지 않습니다. 고즈넉하고 맛도 괜찮습니다.,5
충정각,"분위기 끝내주고 가격도 착한 이탈리아 식당입니다. 1905년 대한제국 말기에 지은 117년된 고색창연한 건물에서 갤러리에 전시된 유화 그림들 바라보며 이탈리아 음식 먹는 맛이 일품입니다. 여름엔 은행나무 아래 시원한 옥외좌석도 좋고, 겨울엔 귀신 나올듯 삐거덕거리는 다락방도 조용하고 좋아요.",5
충정각,돈이 문제가 아니라(물론 문제지만) 너무 맛이 없음. 해산물 파스타에서 모래씹힘... 먹을 수가 없었다. 서버는 내가 시킨게 오일이라고 했는데도 토마토 파스타를 줌. 일행이랑 파스타 바꼈는지 아닌디더 모르고 오일파스타인지 토마토인지도 모르고 서빙할때마다 사장한테 달려가서 물어봄. 피자... 냉동이 더 맛있음. 처참함. 왜 여기까지 온거야,1
충정각,"84000원 내고 먹은 커플세트 
파스타는 먹다 보면 굳어 떡이 되고
샐러드는 치즈향이 너무 강함
스테이크에 나온 곁다리 수준이라고 생각하며 먹어야 할 정도",2
충정각,"앞에 주차장있고, 멋진 건물인것 외에는 장점을 알수없던곳..8만원넘는 커플세트인데 양이 너무나 작아서  배고파서 2차를 가야할판..   ㅜㅜ스테이크 익힘도 너무 덜익혀서 피가 나오고, 스파게티도 2인용으로 양이 나오지 않아서, 황당

메뉴 가격이 맛과 반비례..
ㅜㅜ",2
충정각,충정로에서 좋은 분들과 함께하기에 분위기도 좋고 맛도 좋은 몇 안되는 곳 중 하나입니다.,5
충정각,맛은 무난합니다 다만 시간 잘못 맞추면 오래기다려야합니다,3
충정각,소소...,1
충정각,"여기 진짜 오랜 건물이 특이하다는 점? 빼곤 제대로된 게 하나도 없는 곳. 
식사는 가격대비 정말 볼품없기 짝이 없다.
다들 야외 테이블 감성 좋을 것 같아 방문하지만, 현실은 벌레 천지에 접시 위로 나뭇가지 이파리 다 떨어짐 ㅋㅋ
진짜 내돈 주고는 죽어도 다시는 안가고 싶고, 누가 사준다고 가자고 해도 안감.",1
충정각,"인테리어와 그림으로 승부보는 곳이다.
법인카드로 사업상 손님 대접하는곳...
내돈 내고 먹고싶지는 않다",2
충정각,"Casual Italian Restaurant 
&amp; Gallery",3
충정각,충정로에 이런 장소가...,3
충정각,참 차분한 식당,4
충정각,맛이 없음. 커플세트 먹었는데 스프는 밍밍하니 끝맛이 물맛이고 봉골레는 바지락에서 모래 씹히고 안심스테이크는 고기가 흐물흐물하니 육즙도 없고; 왜 비싼건지 모르겠음.,1
충정각,"동네에서 가깝기도하고 이런곳이있었나싶어 단체식사장소로 예약을하고 갔더니 너무실망을했네요
사장님의 고고한태도와 파스타와 깜빠스가 이렇게 수준이하인곳은 처음이었습니다 ᆢ여러사람들에게 참 민망할정도로ㅡ모두 얘기하더군요 장소만 백년된곳이고 장사하시는분은 얼마되지않은듯 ᆢ서울시건물이라고 들었는데 (잘못된정보인지 확실치는않습니다) 참실망스러웠습니다 다음부터 절대로 가지않을거라고 모두 입을모으게되었습니다",1
충정각,최고의 음식 최고의 건물 이런 곳에서 맛있는 음식을 먹을 수 있었던게 참 영광이었습니다.,5
충정각,음식맛은 보통이였는데 인테리어가 색달라서 괜찮았습니다,4
충정각,그레이트 상당히 맛있네요,5
충정각,"+알리오올리오
다른 음식들은 맛있어보였는데 내가 주문한 알리오올리오는 별다른 특색이 없었다. 담에 가서 충정각피자를 먹어봐야지..",3
커피앤시가렛,"뷰는 말할것도 없고 사실 까페의 본질은 커피라고 보는데요 커피가 정말 맛있어요. 그리고 분위기를 채워주는 음악 역시 근사하고요 가장 큰 장점이라면 근처 맛집도 많고 서울시립미술관, 교보문고도 가까워서 데이트하기도 좋네요. 서울 도심의 보물같은 곳!",5
커피앤시가렛,"뜨거운 커피 찻잔에 달라고 부탁해도
설겆이 귀찮아서
절대 안된다고. . . 
언제까지 일회용쓰는지 지켜본다",1
커피앤시가렛,뷰 좋아요. 인테리어 좋아요. 실내에서 기본적으로 일회용컵을 씁니다. 그래서 별하나 삭제.,4
커피앤시가렛,"뷰맛집.
사람이 음청 많다
커피맛은 보통, 나쁜편은 아니다.
한번은 와볼만한 곳정도?",3
커피앤시가렛,"쓰읍,, 굳이? 뷰만 보고가면 좋은곳 창가에 앉으려면 창가 웨이팅 따로 해야함",2
커피앤시가렛,"스타벅스 아메리카노 좋아한다면 이 집 커피맛이 취향에 맞을 거라 생각. 
분위기 좋고 빌딩숲과 한옥집 혼재하는 뷰 좋음.",3
커피앤시가렛,뷰가 좋은 곳인데 구석 자리에 앉아서 사람 구경만 했네요ㅠ,4
커피앤시가렛,"17층이라 전망은 좋은데 커피 맛없고 요거트도 그냥 그랬음. 그릭이라기 보단 그냥 크림 요거트 발효 덜된맛. 그레놀라 귀리만 있던데 이걸 6,900받는건 넘나 노양심 아닌가&hellip; 커피는 기계를 바꿔야 할것 같다 자리 한번 앉으면 못바꾸고 의자 가져오는것도 안되니 직원에게 문의하길",3
커피앤시가렛,"별거 없는데 요거트 꼭 먹게됨.. 커피는 다 맛있고, 브라우니는 그냥 그래요. 자리가 많은만큼 사람도 많음.",5
커피앤시가렛,"커피맛 무난무난, 사람많아서그런지 나오는속도 최상, 창가쪽 자리 뷰 최고. 마침 운좋게앉았는데 잘쉬다갑니다.",5
커피앤시가렛,"커피 맛은 그럭저럭인데 뷰 때문에 사람이 너무 많음
여기보다 뷰 좋은 카페나 식당이 많은 동네라 추천하진 않음",3
커피앤시가렛,"예전에 스카치라떼 먹어보고 맛있어서 한번 더 갔는데 맛이 변한거같아서 아쉽네요.
친구가 시킨 음료도 너무 맛없다고...
음료도 별로지만 일단 사람이 넘 많아서 시끄러워서 다신 안갈거같아요ㅠ
뷰가 좋아서 한적할때는 좋을거같지만..
테이블도 다닥다닥
사장님은 친절해요 알바생들 표정은 완전 녹초..",2
커피앤시가렛,"뷰맛집이고요
커피는 무난합니다
창가 바로 앞에 앉으면 살짝 어지러워요",5
커피앤시가렛,뷰 좋아요,5
커피앤시가렛,뷰가 너무 좋아요! 굿즈도 너무 귀여워서 하나 구입했습니다ㅎㅎ 가격은 비쌌지만 하겐다즈가 올라간 브라우니도 맛있었어요,4
커피앤시가렛,서울에서 가장 좋아하는 카페,5
커피앤시가렛,너어어무 좋은데 사람이 너어어어무 많아요🙆&zwj;♀️💛,5
커피앤시가렛,ㅎ 안가요,1
커피앤시가렛,좋은 자리는 항상 사람이 꽉꽉 차있지만 다시 가고싶당,5
커피앤시가렛,뷰 짱,5
커피앤시가렛,뷰도 좋고 내부 공간도 너무 협소 하지 않아 좋아요! 대신 웨이팅 관리가 잘 되면 좋을 것 같아요. 라떼는 무난했는데 같이 간 일행은 아메리카노가 너무 쓰다고 하더라고요 ㅜ.ㅜ 가격대는 전체적으로 높지만 뷰 값이라고 생각했습니다...@.@.,5
커피앤시가렛,사람만 좀 덜 많으면  좋을 것 같은데.. 정말 너무 많고 소리도 시끄럽게 울리고 뷰가 이뻐도 다시 안가고 싶어요,3
커피앤시가렛,늘 갈때마다 손님이 너무 많은 게 분위기를 다 깎아먹네요,3
커피앤시가렛,"주말 웨이팅있음
음료는 맛없음
운좋게 창가쪽이어서 분위기빨로 다시 갈 의향있음",4
커피앤시가렛,커피는 맛있는데 사람이 되게 많아서 좀 시끌시끌했어요. 전망이 좋은 게 큰 장점인데 유리창이 바깥에서 안닦여있어 좀 아쉬웠습니다.,4
커피앤시가렛,"211115
뷰맛집

230818
여전히 뷰맛집",5
커피앤시가렛,"#먹자마자 #서울 일기
한줄: 꼭 창가자리 못앉더라도 서울한복판에서 그 공간감만으로 좋은..

(2023.07.26 방문)
&bull; 근처에서 이른 저녁 먹고 꼭 가보고싶어서 찾아감
&bull; 일하면서 커피 많이 마신 날이라 칵테일 보헤미안 서울 시킴. 제주감귤초콜릿마냥 오묘하니 맛있었다. 진짜 오렌지 과즙이 보였다
&bull; 굿즈 귀여워..
&bull; 서울 도심에 이정도 뷰 가진 공간인 것만으로 좋았다
- 창가자리는 넘나 치열해서 포기.. 자리 비자마자 어떤 남자분들이 사람 치고 지나가며 쟁탈하셨다ㅋ 에어컨 넘 춥고 비염까지 도져서 조금 있다가 그냥 나가자 했다ㅜ
&bull; 좀 마시다 테이크아웃 부탁드렸는데 친절하게 옮겨담아주심~!

&bull; 화장실 안가봤지만 회사건물이라 이용하기 좋을것같음",5
커피앤시가렛,아이스크림 올라간 브라우니가 맛있고 분위기가 좋다,5
커피앤시가렛,스카치라떼 맛있어효 날씨 좋으면 뷰가 넘 좋은디 창가자리 넘나 치열합니도&hellip; 17층의 탁 트인 뷰가 넘나 좋아유,5
커피앤시가렛,"맛은 평범~좋음 사이 정도인 것 같고, 조명배치를 잘 해둬서 사진이 잘 나오네요
처음 들어가기엔 조금 복잡한 건 맞지만, 한 번 가보면 시청역 근처에 이만한 카페는 없지않나 싶어 다시 가게 됩니다",5
커피앤시가렛,커피 쏘쏘 뷰 좋음 근데 평일 오후에도 사람이 바글바글함 ㅠ,3
커피앤시가렛,"음료맛은 좀 아쉬움
뷰는 정말 좋다!!
그치만 창가 자리를 선점해야만 볼 수 있음 ㅜㅜ",3
커피앤시가렛,"서울 뷰 맛집. 
오전에도 창가 쪽 자리는 꽉 차 있었어요. 안쪽도 자리가 잘 되어있어서 좋았습니다. 건물 옥상에도 올라갈 수 있는데, 잠시나마 리프레쉬할 수 있었어요!",5
커피앤시가렛,브라우니랑 감귤초코라떼 맛있어요,5
커피앤시가렛,"직원분들 친절하시고 힙한 분위기 물씬
포토매틱 부스도 있어서 친구들 같이 가면 사진도 찍고 좋을 것 같음
듣던대로 전망도 좋았으나 역시, 뷰 있는 자리에는 앉기 어렵고 다들 그곳에 앉으려고 하다보니 자리가 나자마자 다들 슈슈슈슉 이동하는 눈치싸움",3
커피앤시가렛,뷰도 좋은데 커피 맛도 좋은편,2
커피앤시가렛,밤에 가면 뷰가 좋은 곳,5
커피앤시가렛,"밤에 가면 뷰 좋음!
아인슈페너 위의 크림이 특이함! 밀도 있고 그릭요거트 같이 생겼는데 적당히 달고 맛이씀
사람 많고 웨이팅..",4
커피앤시가렛,"응대가 불친절함.

세 명이서 웨이팅 하는데 앉을 자리가 두 자리 뿐이라고 다짜고짜 한 명은 나가서 기다리라고 하질않나 2인석으로 안내받은 다음 주문하고 가방 내려놓자마자 4인석 나왔는데 대기손님 있다고 2명 자리에 3명 앉게하더니 정작 한참 뒤에 온 바로 옆 3인 손님은 더 넓은 자리로 옮겨줌. 

바로 옆 우리 테이블은 대놓고 무시하는건가.

선택적 친절인건지 직원 바이 직원으로 다르게 손님을 응대하는건지 모르겠지만 다시는 오고싶지않음.",1
커피앤시가렛,전망 좋고 사람 많음,5
커피앤시가렛,"담배냄새인지 뭔지 퀘퀘한 냄새 때문에 머리 아프고, 대낮인데도 어두컴컴한 조명에, 좁은 공간인데 사람이 너무 많아요",1
커피앤시가렛,"점심시간대 방문은 정말 비추입니다ㅠㅠ
창가 뷰가 좋고 카페 내부도 깔끔해요. 커피맛도 괜찮네요.",4
커피앤시가렛,"일반 회사 건물 같은곳에 있어요
평일 점심에도 사람 많아요
좀 정신없음 ㅠㅠ",4
커피앤시가렛,여유있을때가면 고층뷰 보며 한적히 즐길 수 있을거같음. 공휴일 시간 잘못타면 웨이팅행,3
커피앤시가렛,커피 무난 포토매틱 있음 뷰 좋은데 명당자리는 이미 만석 ㅠㅠ,4
커피앤시가렛,생각보다 넓으나 콘센트 있는 자리가 많지 않아서 조금 아쉬웠습니다 개인적으로 어두운 카페는 좋아하긴하나 그래도 조명이 너무 부족해서 작업할때 어두워서 별점 하나 뺍니다 커피는 무난한 맛이었음 명당자리 노리실려면 오픈어택 추천,3
커피앤시가렛,"와이파이가 안되네요ㅋㅋㅋㅋ 작업하기 좋다고 해서 굳이 찾아갔는데 노트북 핸드폰 둘다 페이지 로딩도 안되고 직원에게 물으니 동시접속자가 많아서 그렇다네요..? 

한 네다섯 테이블 있었습니다 참고로^^ 무슨 와이파이를 쓰길래 저런지 모르겠는데 업그레이드 할 생각이 없으면 작업하기 좋은 카페로 홍보하지 마세요; 찾아간게 시간 아까워 어떻게든 연결 해보려고 씨름 하다가 짜증나서 옆 스벅으로 옮겼습니다.",1
커피앤시가렛,직원이 너무 친절해요 웨이팅 있을 땐 창가자리 질서 정리도 잘 해주셔서 좋아요!,5
커피앤시가렛,"뷰가 좋고 커피맛도 좋음 손님이 많은데도 종업원의 목소리 톤이 밝아서 기분 좋게함
사무실을 개조해서 개방감이 있으면서 동시에 휑한 느낌. 테이블의 회전율이 빠른 편인데도 계속해서 손님이 너무너무 많음",4
커피앤시가렛,맛있습니다 좋아요 ^^,5
커피앤시가렛,"뷰는 워낙 유명하니 언급하지 않아도 될 것 같고, 꼭 창가자리가 아니더라도 그 바로 뒤 좌석까지는 창 밖이 살짝씩 보여서 괜찮습니다. 베이비라떼도 너무 맛있었고, 카페 자체는 정말 예쁘고 좋아요.

그러나 그 덕에 인기가 많아서.. 평일 오전이라면 추천합니다만, 점심시간에는 정말 비추입니다. 각오하고 갔는데도 정말 너무너무 시끄러워서 도망치듯 나왔어요.. 주말은 어떨지 모르겠는데 더하면 더했지 덜하진 않을 것 같아요. 와이파이도 잘 끊기지만..

그럼에도 불구하고 계속 방문할 것 같긴 한 곳입니다..!",5
커피앤시가렛,브루클린 저리비켜~,5
커피앤시가렛,"뷰가 열일하는데 커피도 맛있는

아이스 아메리카노(샷추가) 6300원
솔트 스카치 라떼 6800원
레몬 쿠키 5500원

22.07.28",3
커피앤시가렛,인기가 많아 평일 낮에 가도 뷰가 좋은 자리에 앉으려면 기다려야 하지만 커피도 진하고 고소하고 뷰가 이쁘다. 르라보 핸드로션을 구비해놓는 센스가 좋음.,5
커피앤시가렛,"경치가 좋은데 경치좋은 자리가 잘 안나서 앉기가 힘들어요. 
커피도 맛있고 최고",5
커피앤시가렛,옛날에 사람없을 땐 진짜 좋았는데 지금은 ...,3
커피앤시가렛,이젠 사람이 너무 많아서 예전 분위기를 찾기 쉽지 않다 ㅜㅜ,4
커피앤시가렛,"분위기 맛집 ! 웨이팅 있을수도 있어요
자리는 웨이팅이 생기면 빈자리만 가능 자리 이동은 불가능. 커피맛 나쁘지 않아요",4
커피앤시가렛,분위기맛집,5
커피앤시가렛,뷰 원툴,5
커피앤시가렛,"제 인생 최악의 커피... 할리스랑 스타벅스 그리고 엔젤마저도 이 커피의 맛을 이길 수 없습니다.. 정말 차마 마셔줄 수가 없어 남기고 온 커피.. 이 커피를 내리는 물이 아깝다..
아이스아메리카노: 쓰레기
솔티어쩌구커피: 느끼함
밀크티: 이상함",1
커피앤시가렛,"전반적으로 분위기는 좋은데요....
아메리카노에서 담배맛나요",4
커피앤시가렛,베이글 맛있습니다 추천해요!,5
커피앤시가렛,"음료 주문이 밀렸는데도 친절하셨습니다
스카치커피 맛있고요 무화과 휘낭시에 맛있습니다",5
커피앤시가렛,"창가자리는 운 좋을 때 앉을 수 있다 !
테이크아웃이 아님에도 불구하고 종이컵에 준다 .
비엔나커피 위에 올라가는 크림은 뭉친 케이크 크림같아서 비추. 그냥 라떼나 아아 드세요",4
커피앤시가렛,"시청역 카페의 희망
분위기+뷰 // 준수한 맛",5
커피앤시가렛,"뷰가 정말 정말 좋아요
솔트 스카치라떼는 
버터랑 소금맛이 아주 은은하게 나요
너무 맛있고 고소해요
친절해요
평일 오후에 와도 만석
직장인들이 대화하러 오는 곳",5
커피앤시가렛,뷰가 다 했는데 음료들이 맛도 좋음 저녁에 다시 가보고 싶은데 엄두가 안나네요,5
커피앤시가렛,"비싸지만 뷰는 최고
의자랑 테이블 완전 편함
커피는 먹을만함",4
커피앤시가렛,"재방문의사있음 

커피도 맛있고 칵테일도 맛있음 
특히 브라우니에 아이스크림 올라간 거 꼭 먹어야함 사실 커피보다 이게 더 맛있음
뷰 좋음 다만 자리경쟁 치열해서 창가자리 앉고싶으면 오픈런해야할듯 
그래도 창이 통창이라 멀리서 봐도 예쁨 
자리 욕심 버리면 정말 좋은 카페",5
커피앤시가렛,굿입니다용 언젠가 아침일찍 창가자리에서 꼭 책 읽을것임,5
커피앤시가렛,"뷰 예쁨. 그릭 - 쏘쏘 , 레몬티 아이스 - 노맛 ,버터 스카치 - 굿  음료랑 메뉴 맛 뷰 믿고 개발 안하는 곳. 그렇지만 들를만한 가치가 충분하고 기회되면 또 갈거임",3
커피앤시가렛,"뷰는 진짜 미쳤음 
옥상에서는 남산타워도 보인다.
해 떨어질 시간대에 가면 더 좋은 듯",5
커피앤시가렛,적당히 친절. 맛 평범. 뷰 좋은데 창가자리 좁고 적음. 창가자리 못 앉으면 이 카페 온 의미 없어짐.,2
커피앤시가렛,호연지기를 기를 수 있음.,4
커피앤시가렛,"커피 맛 그냥 그럼
평일 낮에 갔는데도 사람 너무 많고 엄청 시끄러움
창가자리 아니면 메리트 없고 너무 시끄러워서 커피 테이크아웃 해서 20분만에 나옴",2
커피앤시가렛,"어제 처음 왔는데 너무 예뻐서 오늘 또와버린.
오늘은 쿠폰도 만들었다구요 ㅎㅎ
카피도 맛나고 한동안 시청올일 많은데 카페는 여기로 올래요 :)",5
커피앤시가렛,비싸지만 맛도있고 뷰도 좋고 사람많을때 아니면 여유있어서 좋네요. 메뉴 추천하자면 레몬쿠키랑 크루키를 드셔라. 브라우니랑 치케는 별로에용,5
커피앤시가렛,창가자리 아니면 이집의 메리트는 없어요. 커피맛도 그렇고 주말엔 도떼기 시장이네요,2
커피앤시가렛,"브라우니 최고
커피 진짜 맛집

+24.11.22",5
커피앤시가렛,"서울 시내뷰 포함 좋은 경치를 볼 수 있는 곳.
끝.
fyi) 아메리카노와 플랫화이트 마셨습니다.",3
커피앤시가렛,"사람이 많습니다
풍경 좋아요  서울 한복판에 높은곳에서 커피를
먹는 기분이가 좋음
커피맛은 무난무난",3
커피앤시가렛,시청역과 직결된 건물 17층에 있는 카페. 주말에 가서 5&ndash;10분 정도 웨이팅 후 입장. 그냥 무난 적당했습니다. 운 좋게 창가 자리에 앉긴 했으나 생각보다 주변 건물도 비교적 높은 게 많아서 시티뷰 호텔뷰 같은 것을 기대하고 가면 안 됩니다. 인터넷에서 유명한건지 인플루언서 같은 차림한 사람들 많이 있어서 사람 구경하는 재미는 있었어요. 평균 연령 20대 중반일 듯. 점포명이 커피앤시가렛이어서 남미산 시가 같은것을 팔 줄 알았는데 그냥 동네 편의점 수준의 담배가 준비되어 있었습니다. 개인적으로 초코 퍼지보다는 치즈케이크가 나았어요. 치즈케이크는 필라델피아 치즈케이크+레몬 크림 얹어나옵니다. 초코퍼지는 수분감이 너무 없어서 퍽퍽해요. 드라이 오렌지가 음료수나 케이크에 들어가 있는 건 좋아요.,3
커피앤시가렛,"탁 트인 고층에 감성이 더해진 분위기 맛집
커피도 맛있음
웨이팅은 항상 심하고 어렵겠지만 창가자리 추천",5
커피앤시가렛,커피 맛있고 분위기 좋긴 한데 요즘 사람이 너무 많아요 점심때쯤부터 오후 늦게까지 정말 시끄러워서 잘 안가게 되네요,4
커피앤시가렛,"주말에 가는 바람에 
뷰구경보다 사람구경을 더 많이하고오긴했지만 
생각보다 커피도 괜찮고 창문 너머로 보이는 뷰도 좋았음 
사람이 좀 덜 북적였으면 별다섯ㅅ개도 가능하지 않았을까?",4
커피앤시가렛,뷰가 끝내줘요. 창만 바라보고 있어도 힐링이에요. 커피 비싸고 맛있습니다. 디저트는 별로에요,4
커피앤시가렛,"가격은 사악
뷰도 이젠 그닥
하지만 노을 질 때 생각나는건 왜..?
걍 이뻐서",3
커피앤시가렛,"뷰 빼고는 딱히 장점은 없지만
뷰가 압권입니다. 
음료 그냥 쏘쏘하구요 커피류는 다..음..
뷰 보이는 자리에 앉기가 힘들기도 합니다
해질때 예쁘긴한데 너무 시끄러워서
오픈런 추천드립니다",3
커피앤시가렛,"시그니처메뉴 각각 시켰습니다. 창가자리 아니면 굳이 갈 필요 없다고 생각하는 커피집, 맛은 있지만 공간 자체가 울림이 있어 사람이 많으면 매우 시끄럽고 자리는 불편해서 시장에서 먹는 것 같습니다. 웨이팅은 카페치곤 금방 빠지지만 공간에 비해 자리가 너무 많은 것 같아요.",3
커피앤시가렛,자리 많아서 좋고 전망 짱 좋아요,4
커피앤시가렛,다른 리뷰처럼 전망 좋은 자리 앉을거 아니면 굳이..싶은 곳,3
커피앤시가렛,"한번쯤 와볼만한 카페. 치즈케이크가 맛있다
좋은 뷰는 덤",5
커피앤시가렛,테이블이 너무 빽빽하지만 뷰가 너무 좋고 치즈케잌이 맛있어요 :),4
커피앤시가렛,야경뷰 맛집입니다!,3
커피앤시가렛,커피가 기대이하,2
커피앤시가렛,커피는 괜찮았어요. 근데 점심시간에 사람이 너무 많...,3
커피앤시가렛,분위기 &amp; 맛있는 커피!,5
커피앤시가렛,"오래 전부터 애정하는 장소~
사람이 많은 건 뷰가 좋으니 어쩔 수가 없음 ㅜ
그냥 한적한 시간대에 방문해보면 이 카페의 진가를 알 수 있음.

커피는 보통",4
커피앤시가렛,"뷰는 시티뷰와 저 멀리 산 (인왕산)까지
정동길과 덕수궁 끝자락도 살짝 보이는데 좋습니다

산미 없는 원두 쓰시는 것 같아
고소한 커피 좋아하면 좋아하실 것 같습니다 

그러나 묘하게 친절하지 않은 듯한 분위기
건물 자체가 낡아서 화장실은 별로
시가렛도 멋들어지는 시가가 아닌 그냥 편의점 담배를 한구석에 팔고있어서 굳이 싶긴 합니다 

오늘은 일행이랑 가고 다음에 혼자 책 읽으러 가야지 했는데 딱히 그런 분위기는 아니에요 사람도 많고 그만큼 회전율도 빨라서 소란스럽습니다 

재방문은 글쎄,, 잘 모르겠네요",3
커피앤시가렛,"분좋카
콜드브루는 낫마이스탈,,",4
커피앤시가렛,👍🏻,5
커피앤시가렛,장소가 시끄러운것은 넓은 카페라 어쩔 수 없지만 자리 없어 대기중 -&gt; 자리 남 -&gt; 늦게 온 팀이 자리 선점 함 상황에 먼저 대기중이었다고 직원분께 말씀 드렸더니 &ldquo;저희가 자리 안내 해드린다고 말한적이 없는데요&rdquo; 라는 답변이 돌아왔습니다. 제가 직접 그 분들께 사정을 설명했고 기분이 상한듯 그분들은 그냥 떠나셨습니다. 모두 그 장소에서 좋은 경험을 하고 싶어 찾아온 사람들인데 좀 더 나은 대응을 해주실 수 없었을까 아쉽습니다. 좋은 경험이 아니었고 재방문하게 될 일은 없을 것 같네요.,1
